@relation 'Rest API Endpoints'

@attribute label_type {get,post,put,delete,invalid}
@attribute text string

@data
put, ' Update a service descriptor'
get, ' Get all api keys for the group of a service'
post'
delete, ' Delete an api key for a specified service descriptor'
get, ' Get an api key for a specified service descriptor'
put, ' Update an api key for a specified service descriptor with a diff'
put, ' Update an api key for a specified service descriptor'
get, ' Get the group of an api key'
delete, ' Reset the quota state of an api key'
get, ' Get the quota state of an api key'
delete, ' Delete a service descriptor target'
get, ' Get a service descriptor targets'
put, ' Update a service descriptor targets'
post, ' Add a target to a service descriptor'
delete, ' Delete a service descriptor error template'
get, ' Get a service descriptor error template'
post, ' Update a service descriptor targets'
put, ' Update an error template to a service descriptor'
post, ' Start the Snow Monkey'
post, ' Stop the Snow Monkey'
get, ' Get current Snow Monkey config'
put, ' Update current Snow Monkey config'
put, ' Update current Snow Monkey config'
delete, ' Reset Snow Monkey Outages for the day'
get, ' Get all current Snow Monkey ourages'
get, ' Get all global JWT verifiers'
post, ' Create one global JWT verifiers'
delete, ' Delete one global JWT verifiers'
get, ' Get one global JWT verifiers'
put, ' Update one global JWT verifiers'
put, ' Update one global JWT verifiers'
get, ' Import the full state of Otoroshi as a file'
get, ' Get all environments provided by the current Otoroshi instance'
get, ' Get all services for an environment provided by the current Otoroshi instance'
get, ' Get a template of an Otoroshi Api Key. The generated entity is not persisted'
get, ' Get a template of an Otoroshi service group. The generated entity is not persisted'
get, ' Get a template of an Otoroshi service descriptor. The generated entity is not persisted'
post, ' Begins an export of your activity history. The activity will be exported to a zip archive containing a single file named activity.csv in the same format as you would be able to export from your account's activity view. It includes the following fields: Date, Email Address, Sender, Subject, Status, Tags, Opens, Clicks, Bounce Detail. If you have configured any custom metadata fields, they will be included in the exported data.'
post, ' Returns information about an export job. If the export job's state is 'complete', the returned data will include a URL you can use to fetch the results. Every export job produces a zip archive, but the format of the archive is distinct for each job type. The api calls that initiate exports include more details about the output format for that job type.'
post, ' Returns a list of your exports.'
post, ' Begins an export of your rejection blacklist. The blacklist will be exported to a zip archive containing a single file named rejects.csv that includes the following fields: email, reason, detail, created_at, expires_at, last_event_at, expires_at.'
post, ' Begins an export of your rejection whitelist. The whitelist will be exported to a zip archive containing a single file named whitelist.csv that includes the following fields: email, detail, created_at.'
post, ' Add an inbound domain to your account'
post, ' Add a new mailbox route to an inbound domain'
post, ' Check the MX settings for an inbound domain. The domain must have already been added with the add-domain call'
post, ' Delete an inbound domain from the account. All mail will stop routing for this domain immediately.'
post, ' Delete an existing inbound mailbox route'
post, ' List the domains that have been configured for inbound delivery'
post, ' List the mailbox routes defined for an inbound domain'
post, ' Take a raw MIME document destined for a domain with inbound domains set up, and send it to the inbound hook exactly as if it had been sent over SMTP'
post, ' Update the pattern or webhook of an existing inbound mailbox route. If null is provided for any fields, the values will remain unchanged.'
post, ' Cancels the warmup process for a dedicated IP.'
post, ' Tests whether a domain name is valid for use as the custom reverse DNS for a dedicated IP.'
post, ' Creates a pool and returns it. If a pool already exists with this name, no action will be performed.'
post, ' Deletes a pool. A pool must be empty before you can delete it, and you cannot delete your default pool.'
post, ' Deletes a dedicated IP. This is permanent and cannot be undone.'
post, ' Retrieves information about a single dedicated ip.'
post, ' Lists your dedicated IP pools.'
post, ' Lists your dedicated IPs.'
post, ' Describes a single dedicated IP pool.'
post, ' Requests an additional dedicated IP for your account. Accounts may have one outstanding request at any time, and provisioning requests are processed within 24 hours.'
post, ' Configures the custom DNS name for a dedicated IP.'
post, ' Moves a dedicated IP to a different pool.'
post, ' Begins the warmup process for a dedicated IP. During the warmup process, Mandrill will gradually increase the percentage of your mail that is sent over the warming-up IP, over a period of roughly 30 days. The rest of your mail will be sent over shared IPs or other dedicated IPs in the same pool.'
post, ' Cancels a scheduled email.'
post, ' Get the full content of a recently sent message'
post, ' Get the information for a single recently sent message'
post, ' Queries your scheduled emails by sender or recipient, or both.'
post, ' Parse the full MIME document for an email message, returning the content of the message broken into its constituent pieces'
post, ' Reschedules a scheduled email.'
post, ' Search the content of recently sent messages and return the aggregated hourly stats for matching messages'
post, ' Search the content of recently sent messages and optionally narrow by date range, tags and senders. This method may be called up to 20 times per minute. If you need the data more often, you can use /messages/info.json to get the information for a single message, or webhooks to push activity to your own application for querying.'
post, ' Take a raw MIME document for a message, and send it exactly as if it were sent through Mandrill's SMTP servers'
post, ' Send a new transactional message through Mandrill using a template'
post, ' Send a new transactional message through Mandrill'
post, ' Add a new custom metadata field to be indexed for the account.'
post, ' Delete an existing custom metadata field. Deletion isn't instataneous, and /metadata/list will continue to return the field until the asynchronous deletion process is complete.'
post, ' Get the list of custom metadata fields indexed for the account.'
post, ' Update an existing custom metadata field.'
post, ' Adds an email to your email rejection blacklist. Addresses that you add manually will never expire and there is no reputation penalty for removing them from your blacklist. Attempting to blacklist an address that has been whitelisted will have no effect.'
post, ' Deletes an email rejection. There is no limit to how many rejections you can remove from your blacklist, but keep in mind that each deletion has an affect on your reputation.'
post, ' Retrieves your email rejection blacklist. You can provide an email address to limit the results. Returns up to 1000 results. By default, entries that have expired are excluded from the results; set include_expired to true to include them.'
post, ' Adds a sender domain to your account. Sender domains are added automatically as you send, but you can use this call to add them ahead of time.'
post, ' Checks the SPF and DKIM settings for a domain. If you haven't already added this domain to your account, it will be added automatically.'
post, ' Returns the sender domains that have been added to this account.'
post, ' Return more detailed information about a single sender, including aggregates of recent stats'
post, ' Return the senders that have tried to use this account.'
post, ' Return the recent history (hourly stats for the last 30 days) for a sender'
post, ' Sends a verification email in order to verify ownership of a domain. Domain verification is an optional step to confirm ownership of a domain. Once a domain has been verified in a Mandrill account, other accounts may not have their messages signed by that domain unless they also verify the domain. This prevents other Mandrill accounts from sending mail signed by your domain.'
post, ' Add a new subaccount'
post, ' Delete an existing subaccount. Any email related to the subaccount will be saved, but stats will be removed and any future sending calls to this subaccount will fail.'
post, ' Given the ID of an existing subaccount, return the data about it'
post, ' Get the list of subaccounts defined for the account, optionally filtered by a prefix'
post, ' Pause a subaccount's sending. Any future emails delivered to this subaccount will be queued for a maximum of 3 days until the subaccount is resumed.'
post, ' Resume a paused subaccount's sending'
post, ' Update an existing subaccount'
post, ' Return the recent history (hourly stats for the last 30 days) for all tags'
post, ' Deletes a tag permanently. Deleting a tag removes the tag from any messages that have been sent, and also deletes the tag's stats. There is no way to undo this operation, so use it carefully.'
post, ' Return more detailed information about a single tag, including aggregates of recent stats'
post, ' Return all of the user-defined tag information'
post, ' Return the recent history (hourly stats for the last 30 days) for a tag'
post, ' Add a new template'
post, ' Delete a template'
post, ' Get the information for an existing template'
post, ' Return a list of all the templates available to this user'
post, ' Publish the content for the template. Any new messages sent using this template will start using the content that was previously in draft.'
post, ' Inject content and optionally merge fields into a template, returning the HTML that results'
post, ' Return the recent history (hourly stats for the last 30 days) for a template'
post, ' Update the code for an existing template. If null is provided for any fields, the values will remain unchanged.'
post, ' Add a tracking domain to your account'
post, ' Checks the CNAME settings for a tracking domain. The domain must have been added already with the add-tracking-domain call'
post, ' Get the 100 most clicked URLs'
post, ' Return the 100 most clicked URLs that match the search query given'
post, ' Return the recent history (hourly stats for the last 30 days) for a url'
post, ' Get the list of tracking domains set up for this account'
post, ' Return the information about the API-connected user'
post, ' Validate an API key and respond to a ping'
post, ' Validate an API key and respond to a ping (anal JSON parser version)'
post, ' Return the senders that have tried to use this account, both verified and unverified'
post, ' Add a new webhook'
post, ' Delete an existing webhook'
post, ' Given the ID of an existing webhook, return the data about it'
post, ' Get the list of all webhooks defined on the account'
post, ' Update an existing webhook'
post, ' Adds an email to your email rejection whitelist. If the address is currently on your blacklist, that blacklist entry will be removed automatically.'
post, ' Removes an email address from the whitelist.'
post, ' Retrieves your email rejection whitelist. You can provide an email address or search prefix to limit the results. Returns up to 1000 results.'
get, ' Lists all global course design templates. Only api callers that have full access can call this method.'
get, ' Returns information about the organization unit with the specified external id.'
get, ' Gets a participation by external id.'
get, ' Gets an Organization Unit by external id'
get, ' Gets a user by external id.'
get, ' Returns a list of Global User Groups. Global User Groups are set up for the realm, and will generate groups that can be used on the client level.'
get, ' Returns a list of all members in User Groups that are based on the Global Group with this groupid.'
get, ' The orgunits endpoint returns information about the available organization units (orgunits).The response includes the display name, internal and external id and client number.'
post, ' Adds an Organization Unit'
get, ' Returns information about the specified organization unit.The response includes the display name, internal and external id and client number.'
put, ' Adds an Organization Unit'
get, ' Returns the available projects for the organization unit'
post, ' Creates a new project'
delete, ' Deletes the project. The project can only be deleted if the project do not contain any participants.'
get, ' Returns project information'
put, ' Updates information about a project. Values are only updated if the fields are specified in the input'
get, ' Returns project participants'
post, ' Add a user to the project. Participant information is created for the user. In the body object, only one of either email or userid must be specified. The participant needs to be activated before it the user can access it.'
delete, ' Deletes a participant. The user itself will still remain but any state related to the project will be deleted.It might not be possible due to constraints from the products in the project to delete the participant. Howeverthis can only be determined at the time of the delete. If a delete fails the participant will have their inErrorflag set.'
post, ' Activates a participant so that it can be used'
post, ' Returns a single sign on link for the participant. The link is only usable once and should be used directly. The link expires after a few minutes.This operation requires the *login link* permission.'
get, ' Returns the project team members. A team member is a ....'
get, ' Returns a list of User Groups for the org unit.'
post, ' Create a User Group.'
get, ' Returns single User Group.'
get, ' Returns a list of all members in User Groups that are based on the Global Group with this groupid.'
post, ' Adds a user to user group.'
delete, ' Removes a user from a user group.'
get, ' Lists all users. Only api callers that have full access can call this method.'
post, ' Adds a user. No two users can have the same email address. Email is saved WITH case but compared regardless of case. Email can be changed for a user assuming it doesn't cause a conflict.'
get, ' Returns information about a user'
put, ' Updates a user. All values that have a key defined in the input will be set. So if a value should not be updated omit it totally from the input, otherwise it will be unset.'
get, ' Returns a thumbnail picture of the user. This can either be a selected picture or an auto generated image. This method doesn't require a full sign in. The api key is sufficient.The image is square and is likely, but not necessary, to be in 128x128 PNG format. However the format will always be either PNG, JPEG or GIF.'
get, ' Returns information about the projects the user is a participant in. Only the projects that the current token have access to will be listed.'
get, ' Get the version information of this API.'
get, ' Get a summary of the analysis results for a specific analysis identifier.To find the analysis identifier for a commit, use the `/analyses/{project-id}/commits/{commit-id}` endpoint. For more information, see [Get analysis summary for a specific commit](https://lgtm.com/help/lgtm/api/api-v1#opIdgetAnalysisForCommit).This endpoint reports the commit analyzed and a summary of the results for each language. Alternatively, you can use this identifier to download full details, 'of all the alerts found by the analysis. For more information, see [Get detailed alert information](https://lgtm.com/help/lgtm/api/api-v1#opIdgetAlerts).'
post, ' Download all the alerts found by an analysis.Use the `Accept:` request header to specify the output media type as either CSV or [SARIF](https://lgtm.com/help/lgtm/sarif-results-file): - `application/sarif+json`: Alerts in SARIF format. If no version is specified the latest supported SARIF version is used.- `application/json`: Alerts in SARIF format (*deprecated*)., ' If no version is specified, [SARIF 2.0.0](http://docs.oasis-open.org/sarif/sarif/v2.0/sarif-v2.0.html), ' is used for backwards compatibility.- `text/csv`: Alerts in CSV format. The `text/csv` media type has two optional parameters:, ' - `charset`: determines the character encoding of the text, by default UTF-8., ' - `header`: determines whether a header row with column names is `present` or `absent`., ', ', 'The default value for this parameter is `present`., ', ', 'For example, an Accept header with value `text/csv; header=absent`, ', ', ' would result in CSV output without a header row., ', 'To find the analysis identifier for a commit, use the `/analyses/{project-id}/commits/{commit-id}`, 'endpoint. For more information, see [Get analysis summary for a specific commit](https://lgtm.com/help/lgtm/api/api-v1#opIdgetAnalysisForCommit).'
post, ' Trigger the analysis of a specific commit to a project. If a previous attempt to analyze that commit failed, this triggers a fresh analysis., 'This is supported for all LGTM projects, regardless of repository type or host. The commit must be available in the main repository, but can be on a branch that isn't tracked by LGTM. For both LGTM.com and LGTM Enterprise, you must include an access token with the `analyses:write` scope.When you request the analysis of a commit, the API returns:- `operation-id`: used to track the status of the task using the `/operations` endpoint. For more information, see [Get operation status](https://lgtm.com/help/lgtm/api/api-v1#opIdgetOperation).- `status`: initially pending.- `task-result`: containing information about the progress and results of the analysis.'
get, ' Get a summary of the analysis results for a specific commit, or the latest commit, to a project. (For projects configured for sparse or upload analysis, only `latest` is supported.) This endpoint reports a summary of results for each language, and also the analysis identifier. You can use the analysis identifier to download full details of all the alerts, 'found by the analysis. For more information, see [Get detailed alert information](https://lgtm.com/help/lgtm/api/api-v1#opIdgetAlerts).'
post, ' Trigger the code review of a patch. This is available for projects with Git repositories.Your request must include:, '* Identifier for the base commit, '* Patch generated using `git diff --binary` (see [git diff](https://git-scm.com/docs/git-diff)), '* Header `Content-Type: application/octet-stream`, '* For both LGTM.com and LGTM Enterprise, an access token with the `codereviews:write` scopeNote that if you make a request using Curl, you'll also need to add `--data-binary` to the request to ensure that the patch you supply in the body is sent with newlines unchanged.You can track the progress of the review using the task result URL returned on creation of the task, or by calling the `/operations` endpoint with the operations identifier returned by the request. For more information, see [Get operation status](https://lgtm.com/help/lgtm/api/api-v1#opIdgetOperation). Alternatively, if you supply a callback URL you'll get a post-back automatically on completion of the review.When the review is complete, you can access the results using the task result URL.'
get, ' Get the results of a code review using the review identifier for the task.When you request a code review, the response includes a task result URL of the form: `/codereviews/{review-id}`.This endpoint reports the results of a complete code review, or the status of a review, 'that's still in progress.'
post, ' Fetch the alert information for an issue in [SARIF](https://lgtm.com/help/lgtm/sarif-results-file) format.'
get, ' Get the specification of this API in [OpenAPI](https://github.com/OAI/OpenAPI-Specification) format. This endpoint does not require an access token. This makes it easier for you to use the specification with third-party tools.'
post, ' Track progress of a long-running operation using the operations identifier returned when you, 'created the operation. For example, by triggering the analysis of a commit, or the code review of a patch. For both LGTM.com and LGTM Enterprise, you must include an access token with the `operations:read` scope.'
get, ' List all the projects the current user has authorization to view. A maximum of 100 projects are returned in each response. When further results are available, the response includes the URL you need to request the next page of results.Use the optional parameter, `limit`, to change the number of results reported in each response (range of 1&mdash;100). If you supply an invalid value for this, 'parameter, the default value of 100 is used.When more than one page of results is available, each response includes a `nextPageUrl` response parameter. You can use this URL to request the next page of results. The `nextPageUrl` includes an automatically generated `start` parameter, which specifies the projects to return in the next page of results.'
post, ' LGTM administrators can add a new project to LGTM by providing a repository URL. By default, LGTM tries to build and analyze the project in the same way as for projects added through the user interface. If at least one language is successfully analyzed, and the repository doesn't already exist on LGTM, a new project is created. If the project already exists but your API call triggers a successful analysis, 'of additional languages, LGTM adds those languages to the project.You can configure how LGTM processes the project using query parameters to:, '* Specify the languages to analyze., '* Create a new project in [sparse mode](https://help.semmle.com/lgtm-enterprise/user/help/analysis-faqs.html#what-is-sparse-analysis)., '* Create a new project in [upload mode](https://help.semmle.com/lgtm-enterprise/user/help/analysis-faqs.html#what-is-upload-analysis) to analyze externally-generated databases. Each database represents a snapshot of the codebase., ' Use this option when you want to upload databases that were generated by the CodeQL CLI (or the QL command-line tools)., 'The version of the command line used to generate the database, 'must be the same version as LGTM Enterprise. With any of these options, you can also include an `lgtm.yml` in the body of the request to [customize extraction](https://lgtm.com/help/lgtm/customizing-code-extraction).'
delete, ' Delete a project with a particular numeric project identifier.In addition to access to the project, administrative access to LGTM or the LGTM Enterprise instance is required to delete projects.'
get, ' Get the latest summary for a specific project using the numeric project identifier.To find the LGTM identifier for a project, list all projects using the `/projects`, 'endpoint and look up the project by name. Alternatively, use the `/projects/{provider}/{org}/{name}` endpoint. If you have administration access, the project identifier is also displayed in, 'the administration page for the project.'
get, ' Get the latest configuration for a specific project using the numeric project identifier.'
put, ' Set the administrator configuration for a specific project using the numeric project identifier.'
get, ' Get the latest summary for a specific project using the project's URL identifier `{provider}/{org}/{name}`.To find the URL identifier for a project, view the project overview page in LGTM. The URL identifier follows after `/projects`. For example, for a project with the URL `https://lgtm.example.com/projects/g/apache/commons-io` the URL identifier is `g/apache/commons-io`. In the example, `g` represents the `provider` (repository host), `apache` is the `organization` and `commons-io` is the `name` of the repository.'
post, ' Submit a query to run on one or more projects on LGTM. The query is included in the body of the request.'
get, ' Get the status of a query job using the query job identifier for the task.When you create a query job, the response includes a task result URL of the form: `/queryjobs/{queryjob-id}`.'
get, ' This endpoint provides a summary of the results generated by completed query runs for each, 'project specified in the the POST /queryjobs endpoint., 'For completed query jobs, the summary includes:, '* The number of results for successful query runs., '* Error information for failed query runs.No information is included in the response for any project for which the query, 'run is still in progress.'
get, ' Fetch the results for a specific project. The endpoint succeeds only if the query was successful,, 'and returns a `404` error otherwise., 'By default, the endpoint provides only results that are within the source tree. To obtain all results, specify the `nofilter` parameter.'
post, ' Aborts the specified upload session and deletes any uploaded parts. After the session is aborted it cannot be restarted.If any part uploads are in progress when the session is aborted, their data may not be deleted. To ensure that uploaded parts are deleted correctly, you should only abort an upload session after all part uploads have completed.'
post, ' Completes the database upload by closing the upload session, upgrading the database if appropriate, and scheduling analysis of that snapshot of the codebase.You can view the analysis progress and access the results using the `task-result-url`.'
put, ' Upload a database representing a snapshot of a codebase., 'The database is sent in one or more parts. Each part is sent in the request body. Use the [`POST /snapshots/{project-id}/{language}`](https://lgtm.com/help/lgtm/api/api-v1#opIdinitSnapshotUpload) endpoint, 'to start an upload session before uploading a database part. Database parts must have been generated and prepared for upload using the CodeQL CLI or the QL command-line tools. For further information on exporting externally-built databases,, 'see [Preparing snapshots to upload to LGTM](https://help.semmle.com/wiki/display/SD/Preparing+snapshots+to+upload+to+LGTM).Split large databases into multiple parts. Upload the parts by making a separate request for each part., 'Don't upload the next part until you've successfully uploaded the previous part.If the upload fails you should retry it with the same data.'
post, ' Download a CodeQL database from LGTM, representing a snapshot of the codebase, to run queries in your IDE.This endpoint works for projects that have been successfully analyzed for the language specified in the request., 'A successful request redirects you to a URL for downloading a database that represents the code snapshot, as specified in the `Location:` header in the response. Therefore, your HTTP client should be configured to follow redirects. For example, if you are using `curl`, you can add the`-L` flag to the command.The database is downloaded as a zip file that can be imported into an IDE equipped with a, 'CodeQL extension. The extension must be up to date to analyze databases downloaded from LGTM. For more information on running queries locally in your IDE, see [Runnning queries in your IDE](https://lgtm.com/help/lgtm/running-queries-ide).'
post, ' Start a session to upload an externally-built database (which represents a snapshot of a codebase) to a project on LGTM. This endpoint works for projects that are already on LGTM, and the selected language of, 'the database must already be configured. The project must be configured with 'upload' analysis mode. You can upload a "bundled" CodeQL database or a database exported by, 'the QL command-line tools (`odasa`).If your database was generated using a version of the, 'command line that is older than LGTM,, 'LGTM will try to upgrade and analyze it when the upload is complete. You can include cached predicates in the upload, but they are ignored as the cache is, 'repopulated after the database has been upgraded and analyzed. However, if you want to include results with your database, make sure the database is, 'compatible before you start the upload session., 'Incompatible databases with results won't be upgraded and therefore cannot be uploaded., 'For further information on externally-built databases,, 'see [Preparing snapshots to upload to LGTM using the QL command-line tools](https://help.semmle.com/wiki/display/SD/Preparing+snapshots+to+upload+to+LGTM)., ', 'When the upload session has been successfully started, upload the database to the, 'upload URL returned in the response. The database can be uploaded to the upload URL in parts using, 'the [`PUT /snapshots/uploads/{session-id}`](https://lgtm.com/help/lgtm/api/api-v1#opIduploadPart) endpoint. After uploading all the parts you must call, 'the [`POST /snapshots/uploads/{session-id}`](https://lgtm.com/help/lgtm/api/api-v1#opIdcompleteUpload) endpoint to complete the upload session.'
get, ' Return an indication of whether the application is working as expected (up) or needs, 'attention (down). \> The `description` and `details` fields are reported only if the request includes an access token for a user account that has administration rights for this LGTM server.'
get, ' LGTM administrators can use this endpoint to list the usage metrics that are available to download.'
post, ' LGTM administrators can download usage data using this endpoint. The response includes up to 1000 values for the specified metric and reports the date-time that each value was calculated. There is normally one value per day.'
get, ' Get all api keys'
get, ' Get all global auth. module configs'
post, ' Create one global auth. module config'
delete, ' Delete one global auth. module config'
get, ' Get one global auth. module configs'
put, ' Update one global auth. module config'
put, ' Update one global auth. module config'
get, ' Get all certificates'
post, ' Create one certificate'
delete, ' Delete one certificate by id'
get, ' Get one certificate by id'
put, ' Update one certificate by id'
put, ' Update one certificate by id'
get, ' Get all validation authoritiess'
post, ' Create one validation authorities'
delete, ' Delete one validation authorities by id'
get, ' Get one validation authorities by id'
put, ' Update one validation authorities by id'
put, ' Update one validation authorities by id'
get, ' Get all data exporter configs'
post, ' Create a new data exporter config'
delete, ' Delete a data exporter config'
put, ' Update a data exporter configs with a diff'
post, ' Create a new data exporter configs'
put, ' Update a data exporter configs'
get, ' Get all data exporter configs'
delete, ' Delete a data exporter config'
get, ' Get a data exporter config'
put, ' Update a data exporter config with a diff'
put, ' Update a data exporter config'
get, ' Get the full configuration of Otoroshi'
put, ' Update the global configuration with a diff'
put, ' Update the global configuration'
get, ' Get all service groups'
post, ' Create a new service group'
get, ' Get all api keys for the group of a service'
post, ' Create a new api key for a group'
delete, ' Delete an api key for a specified service group'
get, ' Get an api key for a specified service group'
put, ' Update an api key for a specified service descriptor with a diff'
put, ' Update an api key for a specified service group'
post, ' Reset the quota state of an api key'
get, ' Get the quota state of an api key'
delete, ' Delete a service group'
get, ' Get a service group'
put, ' Update a service group with a diff'
put, ' Update a service group'
get, ' Get all services descriptor for a group'
post, ' Import the full state of Otoroshi as a file'
get, ' Get global otoroshi stats'
get, ' Get live feed of global otoroshi stats (global) or for a service {id}'
post, ' Export the full state of Otoroshi'
post, ' Import the full state of Otoroshi'
get, ' Get all scripts'
post, ' Create a new script'
post, ' Compile a script'
delete, ' Delete a script'
get, ' Get a script'
put, ' Update a script with a diff'
put, ' Update a script'
get, ' Get all services'
post, ' Create a new service descriptor'
delete, ' Delete a service descriptor'
get, ' Get a service descriptor'
put, ' Update a service descriptor with a diff'
put, ' Update a service descriptor'
get, ' Get all api keys for the group of a service'
delete, ' Delete an api key for a specified service descriptor'
get, ' Get an api key for a specified service descriptor'
put, ' Update an api key for a specified service descriptor with a diff'
put, ' Update an api key for a specified service descriptor'
get, ' Get the group of an api key'
post, ' Reset the quota state of an api key'
get, ' Get the quota state of an api key'
delete, ' Delete a service descriptor target'
get, ' Get a service descriptor targets'
put, ' Update a service descriptor targets'
post, ' Add a target to a service descriptor'
delete, ' Delete a service descriptor error template'
get, ' Get a service descriptor error template'
post, ' Update a service descriptor targets'
put, ' Update an error template to a service descriptor'
post, ' Start the Snow Monkey'
post, ' Stop the Snow Monkey'
get, ' Get current Snow Monkey config'
put, ' Update current Snow Monkey config'
put, ' Update current Snow Monkey config'
post, ' Reset Snow Monkey Outages for the day'
get, ' Get all current Snow Monkey ourages'
get, ' Get all global JWT verifiers'
post, ' Create one global JWT verifiers'
delete, ' Delete one global JWT verifiers'
get, ' Get one global JWT verifiers'
put, ' Update one global JWT verifiers'
put, ' Update one global JWT verifiers'
post, ' Import the full state of Otoroshi as a file'
get, ' Get all environments provided by the current Otoroshi instance'
get, ' Get all services for an environment provided by the current Otoroshi instance'
get, ' Get a template of an Otoroshi Api Key. The generated entity is not persisted'
get, ' Get a template of an Otoroshi service group. The generated entity is not persisted'
get, ' Get a template of an Otoroshi service descriptor. The generated entity is not persisted'
post, ' Begins an export of your activity history. The activity will be exported to a zip archive containing a single file named activity.csv in the same format as you would be able to export from your account's activity view. It includes the following fields: Date, Email Address, Sender, Subject, Status, Tags, Opens, Clicks, Bounce Detail. If you have configured any custom metadata fields, they will be included in the exported data.'
get, ' Returns information about an export job. If the export job's state is 'complete', the returned data will include a URL you can use to fetch the results. Every export job produces a zip archive, but the format of the archive is distinct for each job type. The api calls that initiate exports include more details about the output format for that job type.'
get, ' Returns a list of your exports.'
post, ' Begins an export of your rejection blacklist. The blacklist will be exported to a zip archive containing a single file named rejects.csv that includes the following fields: email, reason, detail, created_at, expires_at, last_event_at, expires_at.'
post, ' Begins an export of your rejection whitelist. The whitelist will be exported to a zip archive containing a single file named whitelist.csv that includes the following fields: email, detail, created_at.'
put, ' Add an inbound domain to your account'
post, ' Add a new mailbox route to an inbound domain'
post, ' Check the MX settings for an inbound domain. The domain must have already been added with the add-domain call'
delete, ' Delete an inbound domain from the account. All mail will stop routing for this domain immediately.'
delete, ' Delete an existing inbound mailbox route'
post, ' List the domains that have been configured for inbound delivery'
post, ' List the mailbox routes defined for an inbound domain'
post, ' Take a raw MIME document destined for a domain with inbound domains set up, and send it to the inbound hook exactly as if it had been sent over SMTP'
post, ' Update the pattern or webhook of an existing inbound mailbox route. If null is provided for any fields, the values will remain unchanged.'
post, ' Cancels the warmup process for a dedicated IP.'
post, ' Tests whether a domain name is valid for use as the custom reverse DNS for a dedicated IP.'
post, ' Creates a pool and returns it. If a pool already exists with this name, no action will be performed.'
delete, ' Deletes a pool. A pool must be empty before you can delete it, and you cannot delete your default pool.'
delete, ' Deletes a dedicated IP. This is permanent and cannot be undone.'
post, ' Retrieves information about a single dedicated ip.'
get, ' Lists your dedicated IP pools.'
get, ' Lists your dedicated IPs.'
post, ' Describes a single dedicated IP pool.'
post, ' Requests an additional dedicated IP for your account. Accounts may have one outstanding request at any time, and provisioning requests are processed within 24 hours.'
post, ' Configures the custom DNS name for a dedicated IP.'
post, ' Moves a dedicated IP to a different pool.'
post, ' Begins the warmup process for a dedicated IP. During the warmup process, Mandrill will gradually increase the percentage of your mail that is sent over the warming-up IP, over a period of roughly 30 days. The rest of your mail will be sent over shared IPs or other dedicated IPs in the same pool.'
post, ' Cancels a scheduled email.'
get, ' Get the full content of a recently sent message'
get, ' Get the information for a single recently sent message'
get, ' Queries your scheduled emails by sender or recipient, or both.'
post, ' Parse the full MIME document for an email message, returning the content of the message broken into its constituent pieces'
post, ' Reschedules a scheduled email.'
post, ' Search the content of recently sent messages and return the aggregated hourly stats for matching messages'
post, ' Search the content of recently sent messages and optionally narrow by date range, tags and senders. This method may be called up to 20 times per minute. If you need the data more often, you can use /messages/info.json to get the information for a single message, or webhooks to push activity to your own application for querying.'
post, ' Take a raw MIME document for a message, and send it exactly as if it were sent through Mandrill's SMTP servers'
post, ' Send a new transactional message through Mandrill using a template'
post, ' Send a new transactional message through Mandrill'
post, ' Add a new custom metadata field to be indexed for the account.'
delete, ' Delete an existing custom metadata field. Deletion isn't instataneous, and /metadata/list will continue to return the field until the asynchronous deletion process is complete.'
post, ' Get the list of custom metadata fields indexed for the account.'
put, ' Update an existing custom metadata field.'
post, ' Adds an email to your email rejection blacklist. Addresses that you add manually will never expire and there is no reputation penalty for removing them from your blacklist. Attempting to blacklist an address that has been whitelisted will have no effect.'
delete, ' Deletes an email rejection. There is no limit to how many rejections you can remove from your blacklist, but keep in mind that each deletion has an affect on your reputation.'
get, ' Retrieves your email rejection blacklist. You can provide an email address to limit the results. Returns up to 1000 results. By default, entries that have expired are excluded from the results; set include_expired to true to include them.'
post, ' Adds a sender domain to your account. Sender domains are added automatically as you send, but you can use this call to add them ahead of time.'
post, ' Checks the SPF and DKIM settings for a domain. If you haven't already added this domain to your account, it will be added automatically.'
get, ' Returns the sender domains that have been added to this account.'
get, ' Return more detailed information about a single sender, including aggregates of recent stats'
get, ' Return the senders that have tried to use this account.'
get, ' Return the recent history (hourly stats for the last 30 days) for a sender'
post, ' Sends a verification email in order to verify ownership of a domain. Domain verification is an optional step to confirm ownership of a domain. Once a domain has been verified in a Mandrill account, other accounts may not have their messages signed by that domain unless they also verify the domain. This prevents other Mandrill accounts from sending mail signed by your domain.'
post, ' Add a new subaccount'
delete, ' Delete an existing subaccount. Any email related to the subaccount will be saved, but stats will be removed and any future sending calls to this subaccount will fail.'
get, ' Given the ID of an existing subaccount, return the data about it'
get, ' Get the list of subaccounts defined for the account, optionally filtered by a prefix'
post, ' Pause a subaccount's sending. Any future emails delivered to this subaccount will be queued for a maximum of 3 days until the subaccount is resumed.'
post, ' Resume a paused subaccount's sending'
put, ' Update an existing subaccount'
get, ' Return the recent history (hourly stats for the last 30 days) for all tags'
delete, ' Deletes a tag permanently. Deleting a tag removes the tag from any messages that have been sent, and also deletes the tag's stats. There is no way to undo this operation, so use it carefully.'
get, ' Return more detailed information about a single tag, including aggregates of recent stats'
get, ' Return all of the user-defined tag information'
